Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
0851b7fb-87a8-3edc-1e11-8dcb03824dde,1973-05-15,,999-98-3585,S99915030,X27234229X,Mrs.,Esmeralda972,Sharron285,Welch179,,Mosciski958,M,white,nonhispanic,F,Fairhaven  Massachusetts  US,161 McCullough Spur Suite 23,Springfield,Massachusetts,Hampden County,25013,01128,42.064140451805635,-72.56326741286895,308645.05,805695.30,134323
b61886a1-b76f-4ecf-b37a-29d0c6aefc26,1984-11-06,,999-59-2735,S99910915,X83554730X,Mr.,Hoyt490,,Homenick806,,,M,white,nonhispanic,M,Rockland  Massachusetts  US,725 Waters Mews Unit 82,Methuen,Massachusetts,Essex County,25009,01844,42.78545124848198,-71.18130003173923,69402.46,19656.24,27816
25f30c19-e98a-85ea-6de8-f976388d4678,2013-12-16,,999-27-2631,,,,Dolores502,Jessia669,Russel238,,,,white,nonhispanic,F,Wakefield  Massachusetts  US,388 Wiza Drive,Wakefield,Massachusetts,Middlesex County,25017,01880,42.512934710761364,-71.09636056069847,25837.88,0.00,535231
0a1bd9a2-fc21-7ad3-3d85-cf31b68eec28,1985-08-30,,999-10-8911,S99975693,X30736029X,Ms.,Isabela97,Gloria696,Soliz209,,,S,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,968 Kautzer Mission Apt 29,Lynn,Massachusetts,Essex County,25009,01906,42.49554867325191,-71.01564384652153,155354.18,132857.26,914275
6da68959-d157-b9a3-48bc-1454e5517d6a,1975-08-30,,999-21-3818,S99956095,X74797230X,Mr.,Buford910,Nolan344,Rippin620,,,M,white,nonhispanic,M,Natick  Massachusetts  US,208 Pouros Union,Norfolk,Massachusetts,Norfolk County,,00000,42.14482348924068,-71.36710680962375,146903.29,1115362.21,116471
bd6e7acc-7c87-7f0a-5d15-959cf11e22da,2007-05-23,,999-27-7909,S99913275,,Ms.,Sammie902,Jonie421,Schowalter414,,,,other,nonhispanic,F,Beverly  Massachusetts  US,806 Kulas Port,Wayland,Massachusetts,Middlesex County,,00000,42.37623063054472,-71.38537238064491,101221.10,600270.64,72403
48f06a5e-0d20-3fe6-f5ea-b45bc79e90db,2005-01-20,,999-86-1504,S99954856,X69352445X,Mr.,Cary869,Shayne60,Stark857,,,,white,nonhispanic,M,Worcester  Massachusetts  US,776 Bruen Parade,Webster,Massachusetts,Worcester County,25027,01570,42.0930250408914,-71.85005846173962,3793.01,62517.40,22558
5c68f376-dd2c-1133-a9cf-f023a5d99078,2017-12-20,,999-90-9514,,,,Lisa683,Patrina117,Shields502,,,,white,nonhispanic,F,Gloucester  Massachusetts  US,381 Cruickshank Parade,Norwood,Massachusetts,Norfolk County,25021,02062,42.17511846047344,-71.14783344972828,19924.22,2183.00,40186
e5ed5bc3-51e1-a9a7-01fb-f66b8ac4045d,1958-01-24,2023-11-20,999-64-6900,S99969942,X20763078X,Mr.,Reuben327,Clark193,Huel628,,,S,white,nonhispanic,M,Melrose  Massachusetts  US,657 Sauer Green,Worcester,Massachusetts,Worcester County,25027,01583,42.249681268686814,-71.81362585055945,179571.52,141014.14,29529
49424eb4-e2ba-40b5-0e2b-2c2d742cce4b,2007-11-06,,999-27-3368,S99938219,,,Alden634,Greg949,Bogisich202,,,,white,nonhispanic,M,Ludlow  Massachusetts  US,354 Kulas Passage,Taunton,Massachusetts,Bristol County,25005,02767,41.831575976807365,-70.99393824168423,337429.39,329596.55,86110
787f9e8e-d3a4-0407-55d1-01a3414fceaf,1922-06-17,2020-12-19,999-70-8843,S99921023,X25090705X,Mrs.,Janella261,Herta650,Weimann465,,Renner328,M,white,nonhispanic,F,Framingham  Massachusetts  US,591 Cremin Way Suite 78,Lawrence,Massachusetts,Essex County,25009,01843,42.66894340447981,-71.14096789242248,918458.58,1862127.00,93091
31014896-9c27-ae1a-71db-319df60ac5d3,1958-01-24,,999-24-7996,S99995303,X75327671X,Mr.,Wilmer32,Benjamin360,Armstrong51,,,M,white,nonhispanic,M,Dighton  Massachusetts  US,129 Zieme Parade Suite 34,Worcester,Massachusetts,Worcester County,25027,01610,42.261814345966734,-71.89860442030835,180246.36,134007.84,29529
04300771-e00c-e414-830a-66f7ef3584da,1922-06-17,2008-10-17,999-23-5667,S99967797,X55846138X,Mrs.,Luna60,Paulita78,Hackett68,,Feest103,M,white,nonhispanic,F,Fall River  Massachusetts  US,352 Crona Way,Lawrence,Massachusetts,Essex County,25009,01841,42.69691078558253,-71.14389125538052,761103.94,306830.67,93091
cae42a0d-c36c-8af1-8277-7c9abd011778,1916-04-14,,999-97-8396,S99966969,X81546551X,Mr.,Lyman173,Gaston250,Nader710,,,D,black,nonhispanic,M,Boston  Massachusetts  US,847 Ferry Club,Winchester,Massachusetts,Middlesex County,25017,01890,42.40901482527012,-71.18213535450631,109837.53,2142357.38,13973
155b0e07-d5a9-cc0c-e01a-a982c5d9a8d6,1965-01-07,1969-06-02,999-69-7454,,,,Kaycee352,Isis628,Strosin214,,,,white,nonhispanic,F,Bedford  Massachusetts  US,277 Hoppe Union Apt 5,Norton Center,Massachusetts,Bristol County,,00000,41.947172360557026,-71.1676206404231,232917.79,145732.95,49136
45e1243b-470c-efa8-8ce9-f0d50485a846,1922-06-17,,999-97-5222,S99931591,X6145822X,Mrs.,Dotty422,,Wilderman619,,Yundt842,M,white,nonhispanic,F,Bellingham  Massachusetts  US,1002 Wisoky Annex,Lawrence,Massachusetts,Essex County,25009,01840,42.674868403769956,-71.20815115762801,1154377.86,936627.99,93091
b8ded152-e326-5833-f747-bf9b35c60a76,1966-05-23,,999-11-7342,S99997936,X6406471X,Mr.,Claude750,Stevie682,Rowe323,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,798 O'Hara Green,North Pembroke,Massachusetts,Plymouth County,25023,02358,42.124370616561926,-70.78984819248257,166806.75,16533.07,154176
9f867ec4-9f3a-35af-4bb6-e2c18a603c72,1991-09-07,,999-34-4564,S99928107,X59925060X,Mr.,Sonny285,,Koepp521,,,M,white,nonhispanic,M,Yarmouth  Massachusetts  US,338 Kozey Dale,Brockton,Massachusetts,Plymouth County,25023,02302,42.06705805747396,-70.94130407688762,69708.67,19674.46,32907
5f9bfe93-062d-ca4b-5389-f8cac604a7e3,1965-01-07,,999-14-8589,S99957530,X63922564X,Ms.,Margart214,Cristi782,Veum823,,,S,white,nonhispanic,F,Medfield  Massachusetts  US,968 Casper Parade Unit 57,Norton Center,Massachusetts,Bristol County,,00000,41.9775465722703,-71.17935621109073,1096850.68,705243.02,49136
5fda1015-d0a5-e32d-d0b8-4662e6ce6c2b,1948-01-16,,999-31-8021,S99990271,X70366556X,Mr.,Erik495,Seth414,Predovic534,,,M,white,nonhispanic,M,Newton  Massachusetts  US,605 Hermann Hollow Apt 86,Bourne,Massachusetts,Barnstable County,25001,02532,41.77225461318635,-70.59752362677624,25986.52,584928.77,8984
b427e4ea-3a48-207a-bf7d-710f0b574091,2020-05-04,,999-78-2347,,,,Amelia635,Maddie576,Bode78,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,714 Konopelski Road,Swansea,Massachusetts,Bristol County,,00000,41.75394998291426,-71.19107795597293,13055.34,293.53,99783
70775c58-59fb-a3db-9858-1d427567c195,1961-07-24,,999-44-8991,S99926602,X35438120X,Mr.,Morton637,Lane844,Conn188,,,S,white,nonhispanic,M,Fall River  Massachusetts  US,805 Feest Ville Suite 23,Weston,Massachusetts,Middlesex County,,00000,42.40661397388776,-71.35314072791226,63506.75,177984.15,84913
43e4a5fe-add4-5581-d0ef-80764c313418,1981-03-26,,999-16-9924,S99953691,X15033507X,Mr.,Jarrett354,,Bode78,,,M,white,nonhispanic,M,Seekonk  Massachusetts  US,530 Zulauf Orchard,Bliss Corner,Massachusetts,Bristol County,,00000,41.64337774366882,-70.92351550588874,152667.41,965.60,93262
28f107b5-e973-ece3-b762-c2dbd9a01ba8,1952-12-07,,999-69-7545,S99932671,X19611555X,Mr.,Bernardo699,,Pagac496,,,M,black,nonhispanic,M,Worcester  Massachusetts  US,717 Huel Gate Suite 59,Saugus,Massachusetts,Essex County,25009,01906,42.44097716617714,-70.98050096822527,14497.03,333612.74,21589
6f808eef-a811-11eb-3fcb-1ed910d79c4b,1995-05-05,,999-45-3066,S99963798,X31695049X,Mr.,August363,Antonia30,Baumbach677,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,851 Lynch Mall,Billerica,Massachusetts,Middlesex County,,00000,42.54026013088949,-71.22151313476049,49472.57,16286.35,65396
77dfae18-8c8c-0ec2-050c-dd93f3ea1cc2,1998-03-05,,999-36-3271,S99993457,X15223150X,Mr.,Kyle55,Jefferey580,McClure239,,,,white,nonhispanic,M,Winchendon  Massachusetts  US,1035 Haag Course,Boston,Massachusetts,Suffolk County,25025,02114,42.3721266260534,-70.95776262769014,75507.24,15686.46,62407
2bc26ad6-ad32-0bb0-f964-0fe271fdf054,1995-05-19,,999-92-8792,S99930938,X56520122X,Mrs.,Keena534,Illa976,Walsh511,MD,Goyette777,M,white,nonhispanic,F,Lawrence  Massachusetts  US,725 Johnston Road Suite 33,Lexington,Massachusetts,Middlesex County,25017,02420,42.46322993117823,-71.18141441399509,458839.39,28659.94,65083
0fca905f-391c-08d3-4b93-b53f69b9da53,1978-05-01,,999-95-7685,S99930592,X60739660X,Mr.,Laverne101,Bert917,Morar593,,,S,white,nonhispanic,M,Northfield  Massachusetts  US,646 Hermiston Junction,Brockton,Massachusetts,Plymouth County,25023,02351,42.10475155349555,-71.08737082162565,108017.64,23558.94,28898
f49221bb-20fb-45cb-9345-09b6a83ae9de,1986-05-16,,999-17-9238,S99940663,X55850482X,Mr.,Kyle55,,Stoltenberg489,,,M,white,nonhispanic,M,Hanover  Massachusetts  US,679 Lockman Manor,Watertown,Massachusetts,Middlesex County,25017,02472,42.363667115082535,-71.16120205980717,134101.57,0.00,91937
72b7a6b1-b196-7ba5-eb82-1e9b0f75b7bd,2009-01-22,,999-45-8398,S99957421,,,Agustin437,Coy949,Rosenbaum794,,,,white,nonhispanic,M,Uxbridge  Massachusetts  US,789 Casper Mews Apt 32,Everett,Massachusetts,Middlesex County,25017,02148,42.427690028484776,-71.03906079505862,60941.40,559490.01,71354
9ad4a69b-02de-4aeb-2262-76745583a8ac,2008-10-04,,999-43-6044,S99984392,,,Chantelle310,,Gleason633,,,,black,nonhispanic,F,Brockton  Massachusetts  US,891 Donnelly Loaf Suite 60,Winchester,Massachusetts,Middlesex County,25017,01890,42.4755840018623,-71.18112494138911,30895.82,593006.41,301676
1a9873c2-1d93-e9d6-4e36-77fdb07fbcb2,1920-11-02,,999-98-5557,S99994282,X80497829X,Mrs.,Mertie42,Kiley170,Kessler503,,Jones311,D,white,nonhispanic,F,Springfield  Massachusetts  US,399 Adams Well Suite 22,Templeton,Massachusetts,Worcester County,,00000,42.587978507340004,-72.02577000887558,1110346.01,1772499.81,100402
